source,inbred,aspect,db_object_symbol,pr,num_gold,num_pred,evalType
GOMAP,B73v3,C,GRMZM2G415793,0.363636363636364,8,22,CAFA
GOMAP,B73v3,C,GRMZM2G418206,0.588235294117647,13,17,CAFA
GOMAP,B73v3,C,GRMZM2G418752,0.272727272727273,9,33,CAFA
GOMAP,B73v3,C,GRMZM2G419806,0.307692307692308,8,26,CAFA
GOMAP,B73v3,F,GRMZM2G419806,0.185185185185185,5,27,CAFA
GOMAP,B73v3,P,GRMZM2G419806,0.346666666666667,26,75,CAFA
GOMAP,B73v3,C,GRMZM2G420119,0.421052631578947,8,19,CAFA
GOMAP,B73v3,P,GRMZM2G420119,0.253968253968254,16,63,CAFA
GOMAP,B73v3,C,GRMZM2G420436,0.548387096774194,24,31,CAFA
GOMAP,B73v3,C,GRMZM2G421231,0.666666666666667,13,12,CAFA
GOMAP,B73v3,P,GRMZM2G421491,0.0285714285714286,5,105,CAFA
GOMAP,B73v3,F,GRMZM2G422750,1,5,4,CAFA
GOMAP,B73v3,P,GRMZM2G422750,0.176470588235294,23,17,CAFA
GOMAP,B73v3,C,GRMZM2G425728,0.241379310344828,10,29,CAFA
GOMAP,B73v3,C,GRMZM2G426154,0.533333333333333,13,15,CAFA
GOMAP,B73v3,C,GRMZM2G426467,0.307692307692308,8,26,CAFA
GOMAP,B73v3,P,GRMZM2G426953,0.0615942028985507,19,276,CAFA
GOMAP,B73v3,C,GRMZM2G427369,0.285714285714286,10,28,CAFA
GOMAP,B73v3,C,GRMZM2G427404,0.647058823529412,14,17,CAFA
GOMAP,B73v3,C,GRMZM2G427444,0.266666666666667,9,30,CAFA
GOMAP,B73v3,C,GRMZM2G427531,0.333333333333333,10,24,CAFA
GOMAP,B73v3,C,GRMZM2G427557,0.333333333333333,10,24,CAFA
GOMAP,B73v3,C,GRMZM2G427564,0.466666666666667,14,30,CAFA
GOMAP,B73v3,C,GRMZM2G428964,0.470588235294118,8,17,CAFA
GOMAP,B73v3,F,GRMZM2G429899,1,6,6,CAFA
GOMAP,B73v3,P,GRMZM2G429899,0.130890052356021,25,191,CAFA
GOMAP,B73v3,C,GRMZM2G432390,0.354838709677419,11,31,CAFA
GOMAP,B73v3,P,GRMZM2G432801,0.0784313725490196,29,102,CAFA
GOMAP,B73v3,C,GRMZM2G433025,0.5,8,16,CAFA
GOMAP,B73v3,C,GRMZM2G434173,0.333333333333333,9,27,CAFA
GOMAP,B73v3,C,GRMZM2G436001,1,13,3,CAFA
GOMAP,B73v3,C,GRMZM2G436199,0.5,9,18,CAFA
GOMAP,B73v3,C,GRMZM2G436328,0.375,8,8,CAFA
GOMAP,B73v3,C,GRMZM2G436710,0.483870967741936,31,31,CAFA
GOMAP,B73v3,C,GRMZM2G436986,0.470588235294118,31,34,CAFA
GOMAP,B73v3,C,GRMZM2G437977,0.727272727272727,8,11,CAFA
GOMAP,B73v3,C,GRMZM2G438524,0.65,13,20,CAFA
GOMAP,B73v3,C,GRMZM2G440208,0.727272727272727,8,11,CAFA
GOMAP,B73v3,C,GRMZM2G440349,0.727272727272727,13,11,CAFA
GOMAP,B73v3,C,GRMZM2G440537,0.476190476190476,13,21,CAFA
GOMAP,B73v3,P,GRMZM2G441541,0.0491329479768786,19,346,CAFA
GOMAP,B73v3,C,GRMZM2G441888,0.555555555555556,31,27,CAFA
GOMAP,B73v3,C,GRMZM2G442804,0.333333333333333,12,21,CAFA
GOMAP,B73v3,C,GRMZM2G444541,0.1875,6,16,CAFA
GOMAP,B73v3,C,GRMZM2G445057,0.8,8,10,CAFA
GOMAP,B73v3,C,GRMZM2G446625,0.2,6,10,CAFA
GOMAP,B73v3,P,GRMZM2G446858,0.406593406593407,49,91,CAFA
GOMAP,B73v3,C,GRMZM2G448142,0.394736842105263,21,38,CAFA
GOMAP,B73v3,C,GRMZM2G448151,0.5,14,28,CAFA
GOMAP,B73v3,C,GRMZM2G448161,0.321428571428571,9,28,CAFA
GOMAP,B73v3,C,GRMZM2G448174,0.4,10,25,CAFA
GOMAP,B73v3,C,GRMZM2G448344,0.888888888888889,9,9,CAFA
GOMAP,B73v3,C,GRMZM2G448389,0.394736842105263,21,38,CAFA
GOMAP,B73v3,C,GRMZM2G448446,0.225806451612903,9,31,CAFA
GOMAP,B73v3,P,GRMZM2G449033,0.638888888888889,71,72,CAFA
GOMAP,B73v3,C,GRMZM2G449496,0.342105263157895,13,38,CAFA
GOMAP,B73v3,C,GRMZM2G451224,0.285714285714286,10,28,CAFA
GOMAP,B73v3,C,GRMZM2G453388,0.333333333333333,8,24,CAFA
GOMAP,B73v3,C,GRMZM2G453438,0.318181818181818,8,22,CAFA
GOMAP,B73v3,C,GRMZM2G454085,0.6875,14,16,CAFA
GOMAP,B73v3,C,GRMZM2G454719,0.571428571428571,8,14,CAFA
GOMAP,B73v3,C,GRMZM2G454952,0.347826086956522,8,23,CAFA
GOMAP,B73v3,C,GRMZM2G455085,0.75,9,12,CAFA
GOMAP,B73v3,C,GRMZM2G457621,0.6,9,15,CAFA
GOMAP,B73v3,C,GRMZM2G458824,0.470588235294118,8,17,CAFA
GOMAP,B73v3,C,GRMZM2G460860,0.363636363636364,8,22,CAFA
GOMAP,B73v3,C,GRMZM2G463280,0.333333333333333,9,27,CAFA
GOMAP,B73v3,C,GRMZM2G463640,0.333333333333333,10,24,CAFA
GOMAP,B73v3,C,GRMZM2G463913,0.48,14,25,CAFA
GOMAP,B73v3,C,GRMZM2G464328,0.470588235294118,8,17,CAFA
GOMAP,B73v3,C,GRMZM2G466543,0.75,9,12,CAFA
GOMAP,B73v3,C,GRMZM2G466743,0.32,10,25,CAFA
GOMAP,B73v3,C,GRMZM2G466780,0.722222222222222,13,18,CAFA
GOMAP,B73v3,P,GRMZM2G471196,0.0245901639344262,6,244,CAFA
GOMAP,B73v3,F,GRMZM2G471529,0.0144927536231884,3,69,CAFA
GOMAP,B73v3,C,GRMZM2G471904,0.285714285714286,31,28,CAFA
GOMAP,B73v3,C,GRMZM2G472382,0.666666666666667,8,12,CAFA
GOMAP,B73v3,C,GRMZM2G472651,0.294117647058824,10,34,CAFA
GOMAP,B73v3,C,GRMZM2G473463,0.323529411764706,11,34,CAFA
GOMAP,B73v3,C,GRMZM2G474534,0.666666666666667,14,21,CAFA
GOMAP,B73v3,C,GRMZM2G475128,0.916666666666667,14,12,CAFA
GOMAP,B73v3,C,GRMZM2G475743,0.615384615384615,13,13,CAFA
GOMAP,B73v3,C,GRMZM2G477236,0.294117647058824,10,17,CAFA
GOMAP,B73v3,C,GRMZM2G477325,0.0909090909090909,4,22,CAFA
GOMAP,B73v3,P,GRMZM2G477325,0.68,27,25,CAFA
GOMAP,B73v3,C,GRMZM2G478212,0.75,24,24,CAFA
GOMAP,B73v3,C,GRMZM2G479000,0.533333333333333,8,15,CAFA
GOMAP,B73v3,C,GRMZM2G480171,0.470588235294118,8,17,CAFA
GOMAP,B73v3,C,GRMZM2G480850,0.321428571428571,9,28,CAFA
GOMAP,B73v3,C,GRMZM2G484344,1,8,3,CAFA
GOMAP,B73v3,C,GRMZM2G488101,0.785714285714286,31,14,CAFA
GOMAP,B73v3,C,GRMZM2G504401,0.642857142857143,9,14,CAFA
GOMAP,B73v3,C,GRMZM2G537291,0.529411764705882,9,17,CAFA
GOMAP,B73v3,C,GRMZM2G546254,0.476190476190476,13,21,CAFA
GOMAP,B73v3,C,GRMZM2G700683,0.727272727272727,9,11,CAFA
GOMAP,B73v3,C,GRMZM2G701201,0.217391304347826,10,23,CAFA
GOMAP,B73v3,C,GRMZM2G701207,0.17948717948718,8,39,CAFA
GOMAP,B73v3,C,GRMZM2G701801,0.529411764705882,9,17,CAFA
GOMAP,B73v3,F,GRMZM5G829544,0.225,9,40,CAFA
GOMAP,B73v3,P,GRMZM5G829544,0.44,19,25,CAFA
GOMAP,B73v3,C,GRMZM5G836190,0.0882352941176471,4,34,CAFA
GOMAP,B73v3,P,GRMZM5G840560,0.0485436893203884,22,103,CAFA
GOMAP,B73v3,C,GRMZM5G841619,0.666666666666667,8,12,CAFA
GOMAP,B73v3,F,GRMZM5G841619,0.836065573770492,51,61,CAFA
GOMAP,B73v3,P,GRMZM5G842058,0.1,12,80,CAFA
GOMAP,B73v3,F,GRMZM5G844562,0.388888888888889,7,18,CAFA
GOMAP,B73v3,P,GRMZM5G844562,0.265625,17,64,CAFA
GOMAP,B73v3,P,GRMZM5G856653,0.0615384615384615,29,130,CAFA
GOMAP,B73v3,F,GRMZM5G881887,0.666666666666667,7,9,CAFA
GOMAP,B73v3,P,GRMZM5G881887,0,7,51,CAFA
GOMAP,B73v3,C,GRMZM5G883855,0.411764705882353,7,17,CAFA
GOMAP,B73v3,F,GRMZM5G883855,0,2,9,CAFA
GOMAP,B73v3,P,GRMZM5G883855,0.369565217391304,59,92,CAFA
GOMAP,B73v3,C,GRMZM5G884466,0.642857142857143,9,14,CAFA
GOMAP,B73v3,P,GRMZM5G884466,0.686274509803922,40,51,CAFA
GOMAP,B73v3,P,GRMZM5G897926,0.160919540229885,14,87,CAFA
GOMAP,B73v3,P,GRMZM5G898735,0.205882352941176,14,68,CAFA
GOMAP,B73v4,C,Zm00001d000002,0.8,9,10,CAFA
GOMAP,B73v4,F,Zm00001d000002,0.461538461538462,6,13,CAFA
Community,B73v4,F,Zm00001d000002,0.416666666666667,6,12,CAFA
GOMAP,B73v4,P,Zm00001d000002,0.735294117647059,25,34,CAFA
GOMAP,B73v4,C,Zm00001d000021,0.64,24,25,CAFA
Community,B73v4,C,Zm00001d000021,0.833333333333333,24,12,CAFA
GOMAP,B73v4,C,Zm00001d000123,0.470588235294118,8,17,CAFA
Community,B73v4,C,Zm00001d000123,0.235294117647059,8,34,CAFA
GOMAP,B73v4,C,Zm00001d000133,0.428571428571429,9,21,CAFA
GOMAP,B73v4,C,Zm00001d000153,0.6,9,15,CAFA
Community,B73v4,C,Zm00001d000153,0.888888888888889,9,9,CAFA
GOMAP,B73v4,C,Zm00001d000164,0.310344827586207,9,29,CAFA
Community,B73v4,C,Zm00001d000164,0.888888888888889,9,9,CAFA
GOMAP,B73v4,C,Zm00001d000227,0.4,8,20,CAFA
GOMAP,B73v4,C,Zm00001d000230,0.681818181818182,31,22,CAFA
GOMAP,B73v4,C,Zm00001d000277,0.306122448979592,21,49,CAFA
Community,B73v4,C,Zm00001d000277,0.625,21,24,CAFA
GOMAP,B73v4,C,Zm00001d000279,0.209302325581395,9,43,CAFA
Community,B73v4,C,Zm00001d000279,0.888888888888889,9,9,CAFA
GOMAP,B73v4,C,Zm00001d000316,0.470588235294118,9,17,CAFA
Community,B73v4,C,Zm00001d000316,0.888888888888889,9,9,CAFA
GOMAP,B73v4,C,Zm00001d000399,0.36,9,25,CAFA
Community,B73v4,C,Zm00001d000399,0.75,9,4,CAFA
GOMAP,B73v4,C,Zm00001d001788,0.421052631578947,8,19,CAFA
Community,B73v4,C,Zm00001d001788,0.666666666666667,8,12,CAFA
GOMAP,B73v4,C,Zm00001d001806,0.6,13,10,CAFA
Community,B73v4,C,Zm00001d001806,0.6,13,10,CAFA
GOMAP,B73v4,C,Zm00001d001812,0.818181818181818,9,11,CAFA
Community,B73v4,C,Zm00001d001812,0.888888888888889,9,9,CAFA
GOMAP,B73v4,C,Zm00001d001820,0.454545454545455,21,33,CAFA
Community,B73v4,C,Zm00001d001820,0.888888888888889,21,9,CAFA
GOMAP,B73v4,C,Zm00001d001831,0.428571428571429,8,7,CAFA
Community,B73v4,C,Zm00001d001831,1,8,3,CAFA
GOMAP,B73v4,C,Zm00001d001843,0.6,9,15,CAFA
Community,B73v4,C,Zm00001d001843,1,9,3,CAFA
GOMAP,B73v4,C,Zm00001d001847,0.25,13,4,CAFA
GOMAP,B73v4,C,Zm00001d001857,0.242424242424242,10,33,CAFA
Community,B73v4,C,Zm00001d001857,0.25,10,32,CAFA
GOMAP,B73v4,C,Zm00001d001860,0.6,9,15,CAFA
Community,B73v4,C,Zm00001d001860,0.6,9,15,CAFA
GOMAP,B73v4,C,Zm00001d001908,0.275862068965517,10,29,CAFA
Community,B73v4,C,Zm00001d001908,0.857142857142857,10,7,CAFA
GOMAP,B73v4,C,Zm00001d001909,0.266666666666667,10,30,CAFA
Community,B73v4,C,Zm00001d001909,0.857142857142857,10,7,CAFA
GOMAP,B73v4,C,Zm00001d001932,0.545454545454545,12,22,CAFA
GOMAP,B73v4,C,Zm00001d001939,0.290322580645161,9,31,CAFA
Community,B73v4,C,Zm00001d001939,0.421052631578947,9,19,CAFA
GOMAP,B73v4,P,Zm00001d001960,0,5,34,CAFA
Community,B73v4,P,Zm00001d001960,0,5,13,CAFA
GOMAP,B73v4,C,Zm00001d001995,0.264705882352941,9,34,CAFA
Community,B73v4,C,Zm00001d001995,0.444444444444444,9,18,CAFA
GOMAP,B73v4,C,Zm00001d002000,0.888888888888889,8,9,CAFA
Community,B73v4,C,Zm00001d002000,0.727272727272727,8,11,CAFA
GOMAP,B73v4,C,Zm00001d002003,0.571428571428571,8,14,CAFA
Community,B73v4,C,Zm00001d002003,1,8,3,CAFA
GOMAP,B73v4,C,Zm00001d002028,0.5,8,16,CAFA
Community,B73v4,C,Zm00001d002028,0.25,8,4,CAFA
GOMAP,B73v4,C,Zm00001d002034,0.533333333333333,8,15,CAFA
Community,B73v4,C,Zm00001d002034,0.2,8,5,CAFA
GOMAP,B73v4,C,Zm00001d002051,0.642857142857143,9,14,CAFA
Community,B73v4,C,Zm00001d002051,0.818181818181818,9,11,CAFA
GOMAP,B73v4,C,Zm00001d002103,0.818181818181818,9,11,CAFA
Community,B73v4,C,Zm00001d002103,0.888888888888889,9,9,CAFA
GOMAP,B73v4,C,Zm00001d002104,0.642857142857143,9,14,CAFA
Community,B73v4,C,Zm00001d002104,0.642857142857143,9,14,CAFA
GOMAP,B73v4,C,Zm00001d002129,0.8,12,15,CAFA
Community,B73v4,C,Zm00001d002129,1,12,12,CAFA
GOMAP,B73v4,C,Zm00001d002130,0.5,8,16,CAFA
Community,B73v4,C,Zm00001d002130,0.5,8,16,CAFA
GOMAP,B73v4,C,Zm00001d002240,0.3,6,20,CAFA
GOMAP,B73v4,C,Zm00001d002384,0.529411764705882,12,17,CAFA
GOMAP,B73v4,C,Zm00001d002385,1,8,3,CAFA
Community,B73v4,C,Zm00001d002385,1,8,3,CAFA
GOMAP,B73v4,C,Zm00001d002408,0.45,9,20,CAFA
Community,B73v4,C,Zm00001d002408,0.571428571428571,9,14,CAFA
GOMAP,B73v4,C,Zm00001d002423,0.818181818181818,24,22,CAFA
Community,B73v4,C,Zm00001d002423,0.875,24,16,CAFA
GOMAP,B73v4,C,Zm00001d002426,0.170212765957447,8,47,CAFA
Community,B73v4,C,Zm00001d002426,0.444444444444444,8,18,CAFA
GOMAP,B73v4,C,Zm00001d002454,0.321428571428571,9,28,CAFA
Community,B73v4,C,Zm00001d002454,0.888888888888889,9,9,CAFA
GOMAP,B73v4,C,Zm00001d002490,0.310344827586207,9,29,CAFA
Community,B73v4,C,Zm00001d002490,0.5625,9,16,CAFA
GOMAP,B73v4,C,Zm00001d002550,0.8,13,10,CAFA
Community,B73v4,C,Zm00001d002550,0.875,13,8,CAFA
GOMAP,B73v4,C,Zm00001d002611,0.375,9,24,CAFA
Community,B73v4,C,Zm00001d002611,0.6,9,5,CAFA
GOMAP,B73v4,C,Zm00001d002662,1,10,7,CAFA
Community,B73v4,C,Zm00001d002662,0.380952380952381,10,21,CAFA
GOMAP,B73v4,F,Zm00001d002662,0.166666666666667,25,6,CAFA
Community,B73v4,F,Zm00001d002662,0.431034482758621,25,58,CAFA
GOMAP,B73v4,C,Zm00001d002727,0.888888888888889,8,9,CAFA
Community,B73v4,C,Zm00001d002727,0.888888888888889,8,9,CAFA
GOMAP,B73v4,C,Zm00001d002730,0.216216216216216,8,37,CAFA
Community,B73v4,C,Zm00001d002730,0.235294117647059,8,34,CAFA
GOMAP,B73v4,C,Zm00001d002734,0.6,9,15,CAFA
Community,B73v4,C,Zm00001d002734,0.615384615384615,9,13,CAFA
GOMAP,B73v4,C,Zm00001d002770,0.666666666666667,8,12,CAFA
GOMAP,B73v4,C,Zm00001d002789,0.8,8,10,CAFA
Community,B73v4,C,Zm00001d002789,0.8,8,10,CAFA
GOMAP,B73v4,C,Zm00001d002815,0.285714285714286,6,21,CAFA
GOMAP,B73v4,C,Zm00001d002854,0.3,9,30,CAFA
Community,B73v4,C,Zm00001d002854,1,9,3,CAFA
GOMAP,B73v4,C,Zm00001d002868,0.8,9,10,CAFA
GOMAP,B73v4,C,Zm00001d002943,0.21875,8,32,CAFA
Community,B73v4,C,Zm00001d002943,0.368421052631579,8,19,CAFA
GOMAP,B73v4,C,Zm00001d002953,0.458333333333333,11,24,CAFA
Community,B73v4,C,Zm00001d002953,0.5,11,22,CAFA
GOMAP,B73v4,P,Zm00001d002982,0.287671232876712,45,73,CAFA
Community,B73v4,P,Zm00001d002982,0.818181818181818,45,11,CAFA
GOMAP,B73v4,C,Zm00001d002993,0.285714285714286,8,28,CAFA
Community,B73v4,C,Zm00001d002993,0.380952380952381,8,21,CAFA
GOMAP,B73v4,C,Zm00001d003088,0.666666666666667,8,12,CAFA
Community,B73v4,C,Zm00001d003088,0.25,8,4,CAFA
GOMAP,B73v4,C,Zm00001d003161,0.888888888888889,8,9,CAFA
Community,B73v4,C,Zm00001d003161,0.888888888888889,8,9,CAFA
GOMAP,B73v4,C,Zm00001d003373,0.5,8,16,CAFA
Community,B73v4,C,Zm00001d003373,0.636363636363636,8,11,CAFA
GOMAP,B73v4,C,Zm00001d003395,0.615384615384615,9,13,CAFA
Community,B73v4,C,Zm00001d003395,0.5,9,6,CAFA
GOMAP,B73v4,C,Zm00001d003401,0.303030303030303,15,33,CAFA
Community,B73v4,C,Zm00001d003401,1,15,7,CAFA
GOMAP,B73v4,P,Zm00001d003401,0.0282485875706215,16,177,CAFA
Community,B73v4,P,Zm00001d003401,0,16,41,CAFA
GOMAP,B73v4,C,Zm00001d003426,0.681818181818182,31,22,CAFA
Community,B73v4,C,Zm00001d003426,0.6875,31,16,CAFA
GOMAP,B73v4,C,Zm00001d003429,0.28125,9,32,CAFA
Community,B73v4,C,Zm00001d003429,0.727272727272727,9,11,CAFA
GOMAP,B73v4,C,Zm00001d003430,0.692307692307692,9,13,CAFA
Community,B73v4,C,Zm00001d003430,0.692307692307692,9,13,CAFA
GOMAP,B73v4,C,Zm00001d003459,0.363636363636364,8,22,CAFA
Community,B73v4,C,Zm00001d003459,0.25,8,4,CAFA
GOMAP,B73v4,C,Zm00001d003470,0.428571428571429,12,28,CAFA
GOMAP,B73v4,C,Zm00001d003513,0.3,6,10,CAFA
GOMAP,B73v4,C,Zm00001d003534,0.727272727272727,13,11,CAFA
Community,B73v4,C,Zm00001d003534,0.875,13,8,CAFA
GOMAP,B73v4,C,Zm00001d003552,0.666666666666667,8,12,CAFA
GOMAP,B73v4,C,Zm00001d003612,0.545454545454545,24,33,CAFA
Community,B73v4,C,Zm00001d003612,0.6,24,30,CAFA
GOMAP,B73v4,C,Zm00001d003618,0.333333333333333,8,9,CAFA
GOMAP,B73v4,C,Zm00001d003643,0.258064516129032,10,31,CAFA
GOMAP,B73v4,C,Zm00001d003658,0.615384615384615,8,13,CAFA
Community,B73v4,C,Zm00001d003658,0.888888888888889,8,9,CAFA
GOMAP,B73v4,C,Zm00001d003663,0.5625,9,16,CAFA
Community,B73v4,C,Zm00001d003663,0.571428571428571,9,14,CAFA
GOMAP,B73v4,C,Zm00001d003715,0.916666666666667,12,12,CAFA
Community,B73v4,C,Zm00001d003715,1,12,11,CAFA
GOMAP,B73v4,C,Zm00001d003756,0.4,8,20,CAFA
Community,B73v4,C,Zm00001d003756,0.4,8,20,CAFA
GOMAP,B73v4,C,Zm00001d003817,0.692307692307692,9,13,CAFA
Community,B73v4,C,Zm00001d003817,0.25,9,4,CAFA
GOMAP,B73v4,F,Zm00001d003817,0.454545454545455,5,11,CAFA
Community,B73v4,F,Zm00001d003817,0.416666666666667,5,12,CAFA
GOMAP,B73v4,P,Zm00001d003817,0.117647058823529,26,119,CAFA
Community,B73v4,P,Zm00001d003817,0.466666666666667,26,30,CAFA
GOMAP,B73v4,C,Zm00001d003839,0.666666666666667,8,12,CAFA
Community,B73v4,C,Zm00001d003839,0.888888888888889,8,9,CAFA
GOMAP,B73v4,C,Zm00001d003846,0.4,8,20,CAFA
Community,B73v4,C,Zm00001d003846,0.258064516129032,8,31,CAFA
GOMAP,B73v4,C,Zm00001d003847,0.409090909090909,9,22,CAFA
GOMAP,B73v4,C,Zm00001d003894,0.243243243243243,9,37,CAFA
GOMAP,B73v4,P,Zm00001d003913,0.166666666666667,14,84,CAFA
Community,B73v4,P,Zm00001d003913,0.341463414634146,14,41,CAFA
GOMAP,B73v4,C,Zm00001d004021,0.555555555555556,31,27,CAFA
Community,B73v4,C,Zm00001d004021,0.888888888888889,31,9,CAFA
GOMAP,B73v4,C,Zm00001d004042,0.6,9,15,CAFA
GOMAP,B73v4,C,Zm00001d004354,0.818181818181818,9,11,CAFA
GOMAP,B73v4,C,Zm00001d004392,0.631578947368421,31,19,CAFA
Community,B73v4,C,Zm00001d004392,0.818181818181818,31,11,CAFA
GOMAP,B73v4,C,Zm00001d004438,0.571428571428571,8,14,CAFA
Community,B73v4,C,Zm00001d004438,0.727272727272727,8,11,CAFA
GOMAP,B73v4,C,Zm00001d004473,0.647058823529412,18,17,CAFA
Community,B73v4,C,Zm00001d004473,1,18,6,CAFA
GOMAP,B73v4,C,Zm00001d004478,0.818181818181818,9,11,CAFA
Community,B73v4,C,Zm00001d004478,0.818181818181818,9,11,CAFA
GOMAP,B73v4,C,Zm00001d004513,0.5625,9,16,CAFA
Community,B73v4,C,Zm00001d004513,0.75,9,12,CAFA
GOMAP,B73v4,C,Zm00001d004707,0.363636363636364,8,22,CAFA
Community,B73v4,C,Zm00001d004707,0.571428571428571,8,14,CAFA
GOMAP,B73v4,P,Zm00001d004707,0.325581395348837,14,43,CAFA
Community,B73v4,P,Zm00001d004707,0.276595744680851,14,47,CAFA
GOMAP,B73v4,C,Zm00001d004716,0.666666666666667,8,12,CAFA
GOMAP,B73v4,C,Zm00001d004894,0.230769230769231,9,39,CAFA
Community,B73v4,C,Zm00001d004894,0.888888888888889,9,9,CAFA
GOMAP,B73v4,C,Zm00001d004960,0.5,9,18,CAFA
Community,B73v4,C,Zm00001d004960,0.615384615384615,9,13,CAFA
GOMAP,B73v4,C,Zm00001d005094,0.818181818181818,9,11,CAFA
Community,B73v4,C,Zm00001d005094,0.5625,9,16,CAFA
GOMAP,B73v4,C,Zm00001d005151,0.818181818181818,9,11,CAFA
Community,B73v4,C,Zm00001d005151,0.818181818181818,9,11,CAFA
GOMAP,B73v4,C,Zm00001d005170,0.5,9,18,CAFA
Community,B73v4,C,Zm00001d005170,0.818181818181818,9,11,CAFA
GOMAP,B73v4,C,Zm00001d005346,0.473684210526316,9,19,CAFA
Community,B73v4,C,Zm00001d005346,0.473684210526316,9,19,CAFA
GOMAP,B73v4,C,Zm00001d005351,0.818181818181818,9,11,CAFA
Community,B73v4,C,Zm00001d005351,0.818181818181818,9,11,CAFA
GOMAP,B73v4,C,Zm00001d005359,0.4,13,20,CAFA
Community,B73v4,C,Zm00001d005359,0.4,13,20,CAFA
GOMAP,B73v4,C,Zm00001d005373,0.615384615384615,9,13,CAFA
Community,B73v4,C,Zm00001d005373,0.583333333333333,9,12,CAFA
GOMAP,B73v4,C,Zm00001d005446,0.5,21,30,CAFA
Community,B73v4,C,Zm00001d005446,0.5,21,10,CAFA
GOMAP,B73v4,C,Zm00001d005482,0.727272727272727,8,11,CAFA
Community,B73v4,C,Zm00001d005482,0,8,1,CAFA
GOMAP,B73v4,C,Zm00001d005520,0.8,8,10,CAFA
GOMAP,B73v4,C,Zm00001d005535,0.818181818181818,9,11,CAFA
GOMAP,B73v4,C,Zm00001d005542,0.75,24,24,CAFA
Community,B73v4,C,Zm00001d005542,0.833333333333333,24,12,CAFA
GOMAP,B73v4,C,Zm00001d005546,0.5,9,18,CAFA
Community,B73v4,C,Zm00001d005546,0.888888888888889,9,9,CAFA
GOMAP,B73v4,C,Zm00001d005694,0.65,13,20,CAFA
Community,B73v4,C,Zm00001d005694,0.8125,13,16,CAFA
GOMAP,B73v4,C,Zm00001d005762,0.347826086956522,8,23,CAFA
Community,B73v4,C,Zm00001d005762,0.363636363636364,8,22,CAFA
GOMAP,B73v4,C,Zm00001d005785,0.777777777777778,13,9,CAFA
Community,B73v4,C,Zm00001d005785,0.75,13,4,CAFA
GOMAP,B73v4,C,Zm00001d005812,0.230769230769231,9,39,CAFA
Community,B73v4,C,Zm00001d005812,0.368421052631579,9,19,CAFA
GOMAP,B73v4,C,Zm00001d005814,0.242424242424242,10,33,CAFA
Community,B73v4,C,Zm00001d005814,0.25,10,32,CAFA
GOMAP,B73v4,C,Zm00001d005925,0.5625,9,16,CAFA
Community,B73v4,C,Zm00001d005925,0.75,9,12,CAFA
GOMAP,B73v4,C,Zm00001d005926,0.222222222222222,6,27,CAFA
Community,B73v4,C,Zm00001d005926,0.3,6,20,CAFA
GOMAP,B73v4,C,Zm00001d005950,0.620689655172414,24,29,CAFA
Community,B73v4,C,Zm00001d005950,1,24,4,CAFA
GOMAP,B73v4,C,Zm00001d005972,0.4,13,5,CAFA
Community,B73v4,C,Zm00001d005972,0.125,13,8,CAFA
GOMAP,B73v4,C,Zm00001d005996,0.266666666666667,10,30,CAFA
Community,B73v4,C,Zm00001d005996,0.636363636363636,10,11,CAFA
GOMAP,B73v4,C,Zm00001d006185,0.642857142857143,9,14,CAFA
GOMAP,B73v4,C,Zm00001d006221,0.257142857142857,9,35,CAFA
Community,B73v4,C,Zm00001d006221,0.75,9,4,CAFA
GOMAP,B73v4,C,Zm00001d006329,0.5,4,4,CAFA
Community,B73v4,C,Zm00001d006329,0.5,4,4,CAFA
GOMAP,B73v4,P,Zm00001d006329,0.357142857142857,27,14,CAFA
GOMAP,B73v4,C,Zm00001d006403,0.428571428571429,21,35,CAFA
Community,B73v4,C,Zm00001d006403,0.625,21,24,CAFA
GOMAP,B73v4,C,Zm00001d006467,0.818181818181818,9,11,CAFA
Community,B73v4,C,Zm00001d006467,0,9,1,CAFA
GOMAP,B73v4,C,Zm00001d006470,0.8,9,10,CAFA
GOMAP,B73v4,C,Zm00001d006511,0.64,24,25,CAFA
Community,B73v4,C,Zm00001d006511,0.833333333333333,24,12,CAFA
GOMAP,B73v4,C,Zm00001d006610,0.681818181818182,31,22,CAFA
Community,B73v4,C,Zm00001d006610,0.789473684210526,31,19,CAFA
GOMAP,B73v4,C,Zm00001d006624,0.25,8,4,CAFA
Community,B73v4,C,Zm00001d006624,0.4,8,20,CAFA
GOMAP,B73v4,C,Zm00001d006629,0.666666666666667,8,12,CAFA
Community,B73v4,C,Zm00001d006629,0.888888888888889,8,9,CAFA
GOMAP,B73v4,C,Zm00001d006630,0.5625,9,16,CAFA
Community,B73v4,C,Zm00001d006630,0.473684210526316,9,19,CAFA
GOMAP,B73v4,C,Zm00001d006657,0.32,8,25,CAFA
Community,B73v4,C,Zm00001d006657,0.25,8,4,CAFA
GOMAP,B73v4,C,Zm00001d006663,0.235294117647059,10,34,CAFA
Community,B73v4,C,Zm00001d006663,0.25,10,32,CAFA
GOMAP,B73v4,C,Zm00001d006678,0.45,9,20,CAFA
GOMAP,B73v4,C,Zm00001d006700,0.8,13,10,CAFA
Community,B73v4,C,Zm00001d006700,0.888888888888889,13,9,CAFA
GOMAP,B73v4,C,Zm00001d006833,0.8,9,10,CAFA
GOMAP,B73v4,C,Zm00001d006834,0.615384615384615,8,13,CAFA
